dataset	ccode	cnumb	cluster	clust2	cname	yrbeg	yrend	decade	geo	royal	euro	lac	mideast	asia	africa	warend2	warend5	warend10	noviol2	noviol5	noviol10	gurr2	gurr5	gurr10	pol982	pol985	pol9810	polity2	polity5	polity10	pbs2ll	pbs2l	pbs5l	pbs10l	bollen80	gpol2	gciv2	gpol5	gciv5	gpol10	gciv10	gurrlag5	gurrlagx	outcome	outcome2	treaty	wardur	wartype	unintrvn	uncint	un2int	un2cint	untype	nouncint	peaceop	interven	major	pw10	elf	factmf	factnum	battle	dead	ridp	lifes	lifee	garm	gdp60	gdp85	gdpcap	rgdpcaps	rgdpcape	rgdpch	rgdpch2	aid91	en1	en2st	en2end	area	popst	popen5	popen10	popgro	infst	border	illit	illitend	water	gini1	transf85	sxp	nettrans	electric	en9903s	eh	coldwar	pbs2s3	pbs2s6	pbs2s9	pbs5s3	pbs5s6	pbs5s9	outcome3	negout	milout	logdead	trnsfcap	encaps	cost	costcap	intense	logcost	faction	factn1	factn2	un2cint1	un2cint2	un2cint3	un2cint4	un2cint5	untype1	untype2	untype3	untype4	untype5	strongUN	UNops	UNop1	UNop2	UNop3	UNop4	treatUN	outUN	factnum2	logpop	elfpop	elfpop2	untreaty	unout	exp	energy	ielec	ielf	ielf2	ielfpol	gini	ielfgini	gdp	PKO	enforce	truce	vrebel	vgov	UNopindx	RC2	IC2	LC2	develop	devel	PredUN	ResUN	Pred2UN	Res2UN	L1	Phat1	L2	Phat2	L3	Phat3	L4	Phat4	L5	Phat5	L6	Phat6	L7	Phat7	L8	Phat8	L10	Phat10	L11	Phat11	L12	Phat12	L13	Phat13	L14	Phat14	L15	Phat15	L16	Phat16	L17	Phat17
1	BUR3	19	BUR	BUR	Burundi	88	88	5	5	0	0	0	0	0	1	0	0	0	0	0	0	3	3	3	3	3	3	-20	-20	-20	0	0	0	0	0	7	6	7	7	7	6	3	3	1	1	0	6	1	0	0	0	0	0	0	0	0	0	1	4	1	3	5000	100000	700000	46.71	46.71	40	640	510	235	527	527	559	559	259.1	0.005	20.82	23.56	27380	5181000	5624709	5537387	2.5	110	3	65	65	25.6	NA	8.92446e+07	0.095	8.92446e+07	32	82	20	1	0	0	0	0	0	0	0	0	1	11.5129	17.2254	1.58271e-05	800000	0.15441	0.0257351	13.5924	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	9	15.4605	2.0724e+07	2.0724e+07	0	0	0.095	20.82	32	4	16	12	34.2414	136.965	559	0	0	0	0	1	0	0.444967	0.00451232	0.0309201	32	32	0.164227	0.164227	0.152413	0.152413	-3.06689	0.0444939	-5.04717	0.00638643	-4.38625	0.0122942	-0.184253	0.454067	-4.50174	0.010968	-3.76919	0.0225505	-2.7272	0.0613873	-4.81025	0.00807998	-5.08206	0.00616883	-0.880056	0.293166	-5.2189	0.00538411	-1.0169	0.265631	-2.16601	0.102844	2.03599	0.884524	-0.663649	0.33992	3.53835	0.97176
1	CHI1	26	CHI	CHI	China-Taiwan	47	47	1	4	0	0	0	0	1	0	1	1	1	0	0	0	2	2	2	2	2	2	-20	-20	-20	0	0	0	0	17	NA	NA	NA	NA	NA	NA	5	5	1	2	0	6	0	0	0	0	0	0	0	0	0	1	1	12	0	2	1000	25000	0	37	37	4013	NA	1811	33	330	330	330	330	1998.7	0.198	280.56	280.56	9561000	500000000	584191354	646703076	0.65	186	11	NA	NA	NA	36.18	2.43e+08	0.02	4.21e+08	252.957	19694	13	1	0	0	0	0	0	0	0	0	1	10.1266	0.842	3.9388e-05	25000	5e-05	8.33333e-06	10.1266	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	4	20.0301	6e+09	6e+09	0	0	0.02	280.56	252.957	12	144	24	36.18	434.16	330	0	0	0	1	0	0	0.174292	0.000220569	0.0399785	252.957	252.957	0.0206914	0.0206914	0.0174655	0.0174655	-2.93938	0.0502408	-4.91967	0.00724865	-4.25875	0.0139429	-0.0567455	0.485817	-3.30944	0.0352488	-2.57689	0.0706409	-0.874529	0.294313	-2.95758	0.0493794	-3.22939	0.0380747	0.972614	0.72564	-5.0914	0.00611184	-0.889395	0.291235	-0.313342	0.422299	3.88866	0.979938	-0.536142	0.369085	3.66586	0.975056
1	BUR2	18	BUR	BUR	Burundi	72	73	3	5	0	0	0	0	0	1	1	1	1	1	1	1	3	3	3	3	3	3	3	3	3	0	1	1	1	0	7	7	7	6	6	6	3	3	1	1	0	6	1	0	0	0	0	0	0	0	1	0	1	4	1	3	50000	150000	300000	43.96	43.96	40	640	510	118	341	341	431	431	259.1	0.005	6.98	14.2	27830	3561000	3825000	4362000	2.5	137	3	80.1	80.1	23	NA	8.92446e+07	0.098	8.92446e+07	20	31	20	1	0	0	0	0	0	0	0	0	1	11.9184	25.0617	8.70542e-06	450000	0.126369	0.0210615	13.017	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	9	15.0856	1.4244e+07	1.4244e+07	0	0	0.098	6.98	20	4	16	12	34.184	136.736	431	0	0	0	0	1	0	0.437625	0.0065651	0.0234063	20	20	0.241281	0.241281	0.21304	0.21304	-3.07381	0.0442005	-5.0541	0.00634264	-4.39318	0.0122104	-0.191178	0.452351	-4.50174	0.010968	-3.76919	0.0225505	-2.41963	0.0816881	-4.50268	0.0109578	-4.77449	0.00837174	-0.572485	0.360664	-5.22583	0.00534716	-1.02383	0.264283	-1.85844	0.134885	2.34356	0.912421	-0.670574	0.338368	3.53143	0.971569
4	VTN	128	VTN	VTN	Vietnam Rep of	60	75	2	4	0	0	0	0	1	0	1	1	1	1	1	1	3	3	3	3	3	3	3	3	3	1	1	1	1	11	7	7	7	7	7	7	7	7	1	2	0	180	0	0	0	0	0	0	0	0	1	1	1	26	1	5	302000	2000000	700000	44	61	160	NA	NA	NA	NA	NA	NA	NA	237.5	0.05	165.36	73.47	331690	31656282	53660910	59729560	NA	157	3	26	18.6	45	35.71	5.2e+07	NA	4.2e+07	50.26	968	23	1	0	0	0	0	0	0	0	0	1	14.5087	1.32675	3.05784e-05	2.7e+06	0.0852911	0.00047384	14.8088	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	25	17.2704	8.23063e+08	8.23063e+08	0	0	0.13457	165.36	50.26	26	676	78	35.71	928.46	2390.93	0	0	0	1	0	0	0.383717	0.000347553	0.124211	50.26	50.26	0.0992068	0.0992068	0.079401	0.079401	-3.05635	0.0449441	-5.03664	0.00645365	-4.37572	0.0124228	-0.173715	0.45668	-6.20012	0.00202507	-5.46757	0.00420373	-3.37744	0.0330078	-5.4605	0.00423344	-5.7323	0.00322915	-1.5303	0.17795	-5.20837	0.00544084	-1.00637	0.267692	-2.81626	0.0564519	1.38574	0.799912	-0.653112	0.342289	3.54889	0.972047
1	GUA3	57	GUA	GUA	Guatemala	74	94	3	2	0	0	1	0	0	0	1	1	NA	1	1	NA	18	18	NA	18	18	NA	18	18	NA	1	1	1	NA	44	3	4	3	4	NA	NA	12	13	2	4	1	240	1	1	3	1	3	4	0	3	1	1	1	64	0	2	74000	100000	550000	54	66	132	1638	2056	698	2028	2127	4000	2260	198.6	0.106	155.39	158.74	108890	5246000	6023000	6917000	NA	100	4	45	34.8	60	49.72	1.97e+07	0.115	7.56e+07	282	666	95	1	1	1	1	1	1	1	1	1	0	11.5129	14.411	0.000126954	650000	0.123904	0.000516266	13.3847	0	1	0	0	0	0	1	0	0	0	0	1	0	1	2	0	0	1	0	2	4	4	15.473	3.35744e+08	3.35744e+08	3	12	0.115	155.39	282	64	4096	1152	49.72	3182.08	4000	1	0	0	0	0	0.5	0.497121	0.253775	0.226174	282	282	0.621461	-0.378539	0.571423	-0.428577	-2.92262	0.0510466	-4.90291	0.00737025	-4.24199	0.0141752	-0.0399859	0.490005	-3.30944	0.0352488	-2.57689	0.0706409	-2.6162	0.0681029	-4.69925	0.00901996	-4.97106	0.00688802	-0.769058	0.316683	-5.07464	0.00621449	-0.872636	0.294706	-2.05502	0.113547	2.14699	0.895387	-0.519383	0.372997	3.68262	0.97546
1	CAM1	21	CAM	CAM	Cambodia	70	75	3	4	0	0	0	0	1	0	1	0	0	0	0	0	3	3	3	3	3	3	-10	-20	-20	0	0	0	0	0	7	7	7	7	7	7	1	1	1	2	0	58	0	0	0	0	0	0	0	0	1	1	0	30	0	2	156000	156000	360000	42.35	31.21	12.4	NA	NA	130	130	130	130	130	91	0.079	54.91	60.48	181040	6770000	7098000	6498000	NA	160	3	71.2	71.2	45	NA	1.204e+08	NA	1.204e+08	18	589	15	1	0	0	0	0	0	0	0	0	1	11.9576	17.7843	8.70015e-05	516000	0.0762186	0.00131411	13.1539	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	4	15.728	2.031e+08	2.031e+08	0	0	0.127139	54.91	18	30	900	90	34.6761	1040.28	130	0	0	0	1	0	0	0.230981	0.00465875	0.00817069	18	18	0.055325	0.055325	0.0693157	0.0693157	-3.07497	0.0441517	-5.05525	0.00633537	-4.39433	0.0121965	-0.192332	0.452065	-3.30944	0.0352488	-2.57689	0.0706409	-2.49279	0.0763653	-4.57584	0.0101927	-4.84765	0.00778573	-0.645645	0.343972	-5.22698	0.00534102	-1.02498	0.264058	-1.9316	0.126573	2.2704	0.906396	-0.671728	0.33811	3.53027	0.971537
1	PAK2	100	PAK	PAK	Pakistan-Blch	73	77	3	4	0	0	0	0	1	0	1	1	1	0	0	0	3	3	6	3	3	6	3	3	6	0	0	0	0	0	6	6	7	5	4	5	3	3	1	1	0	54	1	0	0	0	0	0	0	0	1	0	1	64	1	3	8600	9000	0	50.55	53.44	400	622	1221	199	1029	923	907	907	1370.9	0.076	105.72	186.89	796100	66706000	87736000	102324000	2.9	138	4	79	75	38	31.5	3.0904e+09	0.041	2e+09	125.069	10921	55	1	0	0	0	0	0	0	0	0	1	9.10498	29.9823	0.000163718	9000	0.00013492	2.49853e-06	9.10498	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	9	18.0158	4.26918e+09	4.26918e+09	0	0	0.041	105.72	125.069	64	4096	192	31.5	2016	907	0	0	0	0	1	0	0.404367	0.0078541	0.0569584	125.069	125.069	0.382149	0.382149	0.344918	0.344918	-3.01318	0.0468339	-4.99347	0.00673643	-4.33255	0.0129638	-0.130546	0.46741	-4.50174	0.010968	-3.76919	0.0225505	-0.328387	0.418633	-2.41144	0.0823044	-2.68325	0.0639693	1.51876	0.820355	-5.1652	0.0056795	-0.963195	0.276239	0.232799	0.557938	4.4348	0.988282	-0.609942	0.352072	3.59206	0.973197
1	IND4	64	IND	IND	India-Sikh	84	94	4	4	0	0	0	0	1	0	1	1	NA	1	1	NA	18	18	NA	18	18	NA	18	18	NA	1	1	1	NA	94	2	4	2	3	NA	NA	18	18	1	1	0	120	1	0	0	0	0	0	0	0	1	0	1	89	0	2	19237	25000	30000	56	62	1056	665	899	259	882	1264	1008	1008	2745	0.081	159.54	242.67	3287590	749677000	815590000	832535000	2.2	105	6	55.9	48	74.5	31.49	2.207e+09	0.017	1.86e+09	427	192004	128	1	1	1	1	1	1	1	0	0	1	10.1266	2.48107	0.000256116	55000	7.33649e-05	6.11374e-07	10.9151	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	4	20.4352	6.67213e+10	6.67213e+10	0	0	0.017	159.54	427	89	7921	1602	31.49	2802.61	1008	0	0	0	0	1	0	0.423938	0.000649936	0.0900324	427	427	0.214435	0.214435	0.21293	0.21293	-2.83895	0.0552555	-4.81923	0.00800835	-4.15831	0.0153933	0.0436889	0.51092	-3.30944	0.0352488	-2.57689	0.0706409	-1.29601	0.214837	-3.37907	0.0329561	-3.65087	0.0253112	0.55113	0.634398	-4.99096	0.0067532	-0.788961	0.312392	-0.734827	0.324136	3.46718	0.969739	-0.435708	0.392764	3.76629	0.977386
4	KOR2	79	KOR	KOR	Korea	50	53	1	4	0	0	0	0	1	0	1	1	1	1	1	1	3	2	5	3	2	5	3	2	5	1	1	1	1	22	NA	NA	NA	NA	NA	NA	1	1	3	3	0	36	0	1	4	1	4	5	4	4	1	1	1	0	1	5	1892111	1892111	0	44	47	8256	883	4267	61	NA	NA	796	796	54.8	0.375	507.46	507.46	99020	25048670	23339000	26796000	1.87	114	1	NA	NA	58	34	8.521e+08	0.022	5.55e+08	840.969	2066	0	1	0	0	0	0	0	0	1	1	0	14.4532	22.1569	8.24794e-05	1.89211e+06	0.0755374	0.00209826	14.4532	1	0	1	0	0	0	0	1	0	0	0	0	1	1	3	0	0	0	1	0	9	25	17.0363	0	0	0	12	0.022	507.46	840.969	0	0	0	34	0	796	0	1	1	0	0	0.75	0.32918	0.00597116	0.117855	840.969	840.969	0.937198	-0.0628023	0.89594	-0.10406	-2.60006	0.0691347	-4.58034	0.0101474	-3.91942	0.0194661	0.282577	0.570178	-6.20012	0.00202507	-5.46757	0.00420373	-3.18737	0.0396436	-5.27043	0.00511511	-5.54223	0.00390248	-1.34023	0.207472	-4.75207	0.00855986	-0.550073	0.365848	-2.62619	0.0674719	1.57581	0.828611	-0.196819	0.450953	4.00518	0.982105
1	IDN1	65	IDN	IDN	Indonesia-Mol.	50	50	1	4	0	0	0	0	1	0	0	0	0	0	0	0	10	10	5	10	10	5	-10	-20	-20	0	0	0	0	33	NA	NA	NA	NA	NA	NA	11	6	1	1	0	6	1	0	0	0	0	0	0	0	0	0	0	76	0	2	5000	5000	0	36	36	600	621	1626	48	480	480	480	480	1874.4	0.093	70.79	70.79	1904570	83413921	90727179	100654509	1.1	160	2	43.4	43.4	3	33.49	8.8e+07	NA	1.26e+08	43.6403	5024	74	1	0	0	0	0	0	0	0	0	1	8.51719	1.51054	6.02298e-05	5000	5.9942e-05	9.99034e-06	8.51719	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	4	18.2393	6.33946e+09	6.33946e+09	0	0	0.116699	70.79	43.6403	76	5776	760	33.49	2545.24	480	0	0	0	0	1	0	0.353753	0.000395698	0.0280505	43.6403	43.6403	0.00959248	0.00959248	0.00967414	0.00967414	-3.06017	0.0447804	-5.04046	0.0064292	-4.37954	0.0123761	-0.177535	0.455732	-3.30944	0.0352488	-2.57689	0.0706409	-0.0141758	0.496456	-2.09723	0.109366	-2.36903	0.0855647	1.83297	0.862115	-5.21219	0.0054202	-1.01019	0.266944	0.547011	0.633442	4.74901	0.991414	-0.656932	0.341429	3.54507	0.971943
1	COL1	29	COL	COL	Colombia	48	62	1	2	0	0	1	0	0	0	1	1	1	1	1	1	17	17	17	17	17	17	17	17	17	0	1	1	1	72	NA	NA	NA	NA	NA	NA	15	15	2	4	1	168	0	0	0	0	0	0	0	0	0	0	0	6	1	3	301400	301400	2000000	46	57	352	1657	2893	177	1000	1684	1503	1503	122.5	0.277	443.76	443.76	1138910	11597000	17868000	20179000	2.5	123	5	19.2	19.2	63	51.51	4.61e+08	0.085	1.66e+08	561.359	2164	19	1	1	1	1	1	1	1	1	1	0	12.6162	14.314	0.0001866	2.3014e+06	0.198448	0.00118124	14.649	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	9	16.2663	6.9582e+07	6.9582e+07	0	0	0.085	443.76	561.359	6	36	102	51.51	309.06	1503	0	0	0	0	0	0	0.314702	0.00374968	0.127253	561.359	561.359	0.344845	0.344845	0.318662	0.318662	-2.76141	0.0594454	-4.7417	0.00864839	-4.08078	0.0166136	0.121223	0.530269	-4.50174	0.010968	-3.76919	0.0225505	-3.29206	0.0358447	-5.37511	0.00460907	-5.64691	0.00351598	-1.44491	0.190786	-4.91343	0.00729367	-0.711426	0.329284	-2.73087	0.0611762	1.47113	0.813229	-0.358173	0.411402	3.84383	0.979037
1	SRI3	119	SRI	SRI	Sri Lanka (JVP II)	87	89	5	4	0	0	0	0	1	0	1	1	1	1	1	1	15	15	15	15	15	15	15	15	15	1	1	1	1	83	4	5	4	5	NA	NA	13	14	3	3	0	24	0	0	0	0	0	0	3	3	0	0	1	47	0	2	30000	30000	500000	70.69	71.41	193	1267	2152	397	2045	2045	2040	2040	890.5	0.045	93.54	109.52	65610	16495305	18065535	19144874	2	22	0	13.3	12.9	60	45.3	4.42755e+08	0.138	4.428e+08	220	1828	57	1	1	1	1	1	1	1	1	1	0	10.309	26.844	0.000110819	530000	0.0321304	0.00133876	13.1806	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	4	16.6186	7.75279e+08	7.75279e+08	0	0	0.138	93.54	220	47	2209	705	45.3	2129.1	2040	0	0	1	0	0	0	0.219517	0.007032	0.12242	220	220	0.626896	0.626896	0.608121	0.608121	-2.9584	0.049341	-4.93868	0.00711307	-4.27777	0.0136838	-0.075764	0.481068	-3.30944	0.0352488	-2.57689	0.0706409	-2.5071	0.075362	-4.59015	0.0100493	-4.86196	0.00767595	-0.659956	0.340749	-5.11042	0.00599739	-0.908414	0.287325	-1.94591	0.125	2.25609	0.905174	-0.555161	0.364668	3.64684	0.974589
1	UGA2	126	UGA	UGA	Uganda	78	79	3	5	0	0	0	0	0	1	0	0	0	0	0	0	13	13	3	13	13	3	-20	-20	-20	0	0	0	0	44	NA	NA	NA	NA	7	7	NA	NA	1	2	0	12	0	0	0	0	0	0	0	0	1	0	1	93	1	3	2000	2000	0	48.44	48.44	70	67.8	465	270	534	534	534	534	666.8	0.011	58	23	235880	12297806	NA	NA	3.5	115	5	54.5	45	15	36.89	4e+07	0.155	1.7e+07	35	384	76	1	0	0	0	0	0	0	0	0	1	7.6009	1.38236	3.12251e-05	2000	0.000162631	1.35526e-05	7.6009	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	9	16.3249	1.1437e+09	1.1437e+09	0	0	0.155	58	35	93	8649	1209	36.89	3430.77	534	0	0	0	1	0	0	0.170589	0.00036212	0.0299486	35	35	0.19557	0.19557	0.189014	0.189014	-3.06516	0.0445676	-5.04544	0.00639743	-4.38452	0.0123153	-0.182522	0.454496	-4.50174	0.010968	-3.76919	0.0225505	0.475643	0.616719	-1.60741	0.166949	-1.87921	0.132479	2.32279	0.910747	-5.21717	0.00539339	-1.01517	0.265969	1.03683	0.738238	5.23883	0.994722	-0.661918	0.340309	3.54008	0.971807
1	PHL3	106	PHL	PHL	Philip.-MNLF/MILF	72	96	3	4	0	0	0	0	1	0	1	NA	NA	0	NA	NA	19	19	NA	19	19	NA	-10	-10	NA	0	0	NA	NA	33	3	4	2	3	NA	NA	11	13	3	3	0	288	1	0	0	0	0	0	0	0	0	0	0	74	0	2	25118	30000	450000	57.86	66.3	800	1112	1521	390	1403	1763	3200	1462	1053	0.13	213.4	328.32	300000	39778000	76103564	NA	2.8	65	0	17.4	5.9	36	49.39	3.78e+08	0.057	4.01e+08	352.609	10563	51	1	0	0	0	NA	NA	NA	1	1	0	10.309	10.0809	0.000265549	480000	0.012067	4.18992e-05	13.0815	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	4	17.4988	2.94357e+09	2.94357e+09	0	0	0.057	213.4	352.609	74	5476	1406	49.39	3654.86	3200	0	0	1	0	0	0	0.509919	0.00264078	0.192728	352.609	352.609	0.175589	0.175589	0.182305	0.182305	-2.88187	0.0530569	-4.86216	0.00767441	-4.20124	0.014756	0.000760371	0.50019	-3.30944	0.0352488	-2.57689	0.0706409	-2.45413	0.0791372	-4.53718	0.0105902	-4.80899	0.00809014	-0.606985	0.352747	-5.03389	0.00647127	-0.831889	0.303246	-1.89294	0.130909	2.30906	0.909625	-0.478636	0.382574	3.72337	0.976417
2	BUR4	20	BUR	BUR	Burundi	91	NA	5	5	0	0	0	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	-10	-10	-10	0	0	0	0	0	7	6	7	7	7	6	3	3	0	0	0	96	1	0	0	1	1	0	0	0	0	0	1	4	1	3	1500	1500	0	46.71	46.71	40	640	510	527	527	527	560	560	259.1	0.005	20.82	23.56	27380	5181000	5537387	NA	2.5	101	3	65	65	25.6	NA	8.92446e+07	0.064	8.92446e+07	32	82	20	0	0	0	0	0	0	0	0	0	1	7.31322	17.2254	1.58271e-05	1500	0.000289519	3.01583e-06	7.31322	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	9	15.4605	2.0724e+07	2.0724e+07	0	0	0.064	20.82	32	4	16	NA	33.9211	135.684	560	0	0	0	0	0	0	0.396084	0.00451232	0.0309701	32	32	0.258472	-0.741529	0.293353	-0.706647	-3.06689	0.0444939	-5.04717	0.00638643	-4.38625	0.0122942	-0.184253	0.454067	-4.50174	0.010968	-3.76919	0.0225505	0.629429	0.65236	-1.45362	0.189444	-1.72543	0.151173	2.47657	0.922483	-5.2189	0.00538411	-1.0169	0.265631	1.19062	0.766851	5.39262	0.995471	-0.663649	0.33992	3.53835	0.97176
1	MOZ	91	MOZ	MOZ	Mozambique	79	92	4	5	0	0	0	0	0	1	1	1	NA	1	1	NA	16	16	NA	16	16	NA	16	16	NA	1	1	1	NA	11	3	5	3	4	NA	NA	2	1	2	4	1	156	0	1	3	1	3	4	0	3	1	1	1	65	1	5	255000	500000	3500000	43.46	43.42	25	1128	697	298	1182	760	1078	1078	1070.3	0.061	58.77	43.37	801590	11828029	14521820	18165476	2.1	157	6	72.8	59.54	24	NA	1.39e+08	NA	9.81833e+07	369.662	593	70	1	1	1	1	1	1	1	1	1	0	13.1224	8.3009	5.01352e-05	4e+06	0.33818	0.00216782	15.2018	1	0	1	0	0	0	1	0	0	0	0	1	0	1	2	0	0	1	0	2	4	25	16.286	7.68822e+08	7.68822e+08	3	12	0.137216	58.77	369.662	65	4225	1040	34.699	2255.43	1078	1	0	0	0	0	0.5	0.3804	0.28218	0.0882105	369.662	369.662	0.877744	-0.122256	0.867742	-0.132258	-2.87203	0.0535534	-4.85232	0.00774972	-4.1914	0.0148997	0.0106008	0.50265	-6.20012	0.00202507	-5.46757	0.00420373	-3.58755	0.0269212	-5.67061	0.00343394	-5.94241	0.00261882	-1.74041	0.149261	-5.02405	0.00653484	-0.822049	0.305329	-3.02637	0.0462488	1.17564	0.764162	-0.468796	0.384901	3.73321	0.976643
1	NIC1	93	NIC	NIC	Nicaragua	78	79	4	2	0	0	1	0	0	0	0	0	0	0	0	0	5	9	9	5	9	9	-20	-20	-20	0	0	0	0	17	6	5	5	5	5	5	2	2	1	2	0	10	0	0	0	0	0	0	0	0	1	1	0	18	0	2	35000	50000	500000	57.59	58.72	72	1482	1611	1230	2531	1853	1707	1707	841.1	0.131	334.96	276.14	130000	2647000	3143000	3580000	3.2	90	2	13	13	56	50.32	7.93e+07	0.197	6.76444e+07	302.621	1030	24	1	0	0	0	0	0	0	0	0	1	10.8198	25.5551	0.00038912	550000	0.207782	0.0207782	13.2177	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	4	14.7889	4.7646e+07	4.7646e+07	0	0	0.197	334.96	302.621	18	324	90	50.32	905.76	1707	0	0	0	1	0	0	0.215128	0.00669437	0.113438	302.621	302.621	0.038234	0.038234	0.0305288	0.0305288	-2.91072	0.0516261	-4.89101	0.00745782	-4.23009	0.0143424	-0.0280863	0.492979	-3.30944	0.0352488	-2.57689	0.0706409	-2.5269	0.0739938	-4.60995	0.00985421	-4.88176	0.00752659	-0.679757	0.336316	-5.06274	0.00628842	-0.860736	0.297186	-1.96571	0.12285	2.23629	0.903461	-0.507483	0.375784	3.69452	0.975744
1	CRO1	134	CRO	YUG	Yugoslavia-Croatia	91	91	5	1	0	1	0	0	0	0	0	0	NA	0	0	NA	11	11	NA	11	11	NA	-20	-20	NA	0	0	0	NA	NA	4	4	4	4	NA	NA	6	5	3	3	0	7	1	1	3	1	3	3	0	3	0	0	0	75	1	3	10000	25000	320000	71.73	71.73	33.7	NA	NA	4191	5172	5172	4548	4548	0	0.498	1424.68	1108.62	NA	4795547	4661086	NA	NA	20	4	3	3	96	31.88	NA	NA	4.264e+08	1000.85	56047	45	0	0	0	0	0	0	0	1	1	0	10.1266	88.9158	0.0116873	345000	0.0719417	0.0102774	12.7513	1	0	1	0	0	0	1	0	0	0	1	0	0	1	2	0	0	1	0	0	6	9	15.3832	3.59666e+08	3.59666e+08	0	9	0.122692	1424.68	1000.85	75	5625	825	31.88	2391	4548	1	0	1	0	0	0.5	0.434581	0.0331322	0.320295	1000.85	1000.85	0.483003	-0.516997	0.679967	-0.320033	-2.50779	0.0753136	-4.48808	0.0111172	-3.82716	0.0213074	0.374841	0.592628	-4.50174	0.010968	-3.76919	0.0225505	-2.27759	0.0929958	-4.36065	0.0126091	-4.63245	0.00963711	-0.430449	0.394019	-4.65981	0.00937945	-0.457809	0.387506	-1.71641	0.152335	2.4856	0.923126	-0.104556	0.473885	4.09745	0.983656
4	IND2	62	IND	IND	India-Kashmir	65	65	3	4	0	0	0	0	1	0	1	0	0	0	0	0	17	19	19	17	19	19	-10	-10	-10	1	0	0	0	94	NA	NA	NA	NA	2	5	19	19	3	3	0	6	1	1	2	1	2	2	0	2	0	0	0	89	0	2	15848	20000	2000000	46	47	1056	665	899	155	766	766	751	751	2745	0.081	111.03	111.03	3287590	487337000	547569000	613459000	NA	152	6	65.9	65.9	17	31.14	2.207e+09	0.016	1.86e+09	129.69	70944	128	1	0	0	0	0	0	0	1	1	0	9.90349	3.81666	0.000145575	2.02e+06	0.00414498	0.000690829	14.5186	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	3	4	20.0045	4.3373e+10	4.3373e+10	0	6	0.016	111.03	129.69	89	7921	1513	31.14	2771.46	751	0	0	1	0	0	0.25	0.430342	0.00107996	0.0495873	129.69	129.69	0.423682	-0.576318	0.371078	-0.628922	-3.01051	0.0469531	-4.9908	0.0067543	-4.32988	0.0129979	-0.127879	0.468074	-3.30944	0.0352488	-2.57689	0.0706409	-3.22234	0.0383337	-5.30539	0.00494023	-5.5772	0.0037689	-1.37519	0.201782	-5.16253	0.00569458	-0.960529	0.276772	-2.66115	0.065305	1.54085	0.823588	-0.607276	0.352681	3.59473	0.973266
1	IRQ2	73	IRQ	IRQ	Iraq-Kurds	61	75	2	3	0	0	0	1	0	0	1	1	1	0	0	0	3	1	1	3	1	1	-10	-10	-10	0	0	0	0	17	7	7	6	7	7	7	5	5	1	1	0	168	1	0	0	0	0	0	0	0	1	0	1	36	1	4	10000	90000	1000000	49.97	60	600	3320	3946	228	3427	5463	3643	3643	552.4	0.257	463.62	1179.08	438320	7059000	13007000	15319000	3.4	137	6	75.8	75.9	70	62.88	NA	0.27	-8.34705e+07	831.397	3848	71	1	0	0	0	0	0	0	0	0	1	11.4076	-11.8247	0.00054512	1.09e+06	0.154413	0.000919124	13.9017	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	16	15.7698	2.54124e+08	2.54124e+08	0	0	0.27	463.62	831.397	36	1296	108	62.88	2263.68	3643	0	0	0	0	1	0	0.534917	-0.00309757	0.259317	831.397	831.397	0.0110722	0.0110722	0.0051715	0.0051715	-2.60558	0.06878	-4.58587	0.010092	-3.92495	0.0193609	0.277053	0.568824	-5.46531	0.00421322	-4.73275	0.00872541	-2.89255	0.0525229	-4.97561	0.00685699	-5.24741	0.00523359	-1.04541	0.260108	-4.7576	0.00851311	-0.555597	0.364567	-2.33137	0.0885583	1.87064	0.866532	-0.202344	0.449586	3.99966	0.982008
